candidate_id,job_id,education_level,years_experience,num_relevant_skills,skills,internal_referral,interview_score,technical_test_score,soft_skill_score,hiring_eligibility
1709,4500,Bachelor,13,3,"Machine Learning, Leadership, SQL",No,1.46,1.14,2.96,Not Eligible
1710,3109,Bachelor,2,4,"Data Visualization, Excel",No,8.04,2.27,1.54,Not Eligible
1711,530,Master,16,3,"SQL, Python",No,6.04,3.12,4,Not Eligible
1712,488,Bachelor,3,2,Communication,No,6.65,5.72,5.51,Not Eligible
1713,1321,Bachelor,1,3,"Communication, Python",No,8.67,9.65,8.16,Not Eligible
1714,4425,Bachelor,14,2,"Excel, Communication, Cloud Computing",No,2.19,5.91,8.04,Not Eligible
1715,97,Bachelor,5,1,"Excel, Communication",Yes,2.86,8.73,2.45,Not Eligible
1716,1518,Master,8,1,"Leadership, SQL, Data Visualization",No,4.79,2.8,5.22,Not Eligible
1717,424,Bachelor,6,2,"Leadership, Excel, Machine Learning, Communication",No,4.19,9.04,8.8,Not Eligible
1718,1852,Bachelor,9,4,"Python, Data Visualization, Excel, Communication",No,9.55,7.43,1.46,Eligible
1719,431,Master,1,4,"Leadership, Communication",Yes,3.86,9.55,5.37,Not Eligible
1720,1918,PhD,19,4,"Machine Learning, Communication, Cloud Computing, SQL",No,9.09,8.86,5.52,Eligible
1721,4994,Bachelor,13,3,"Python, Communication, Machine Learning",No,5.79,8.65,8.47,Eligible
1722,2758,Bachelor,5,4,Cloud Computing,No,1.87,1.66,5.47,Not Eligible
1723,2986,Master,4,2,"Machine Learning, Python",Yes,7.06,7.06,1.91,Eligible
1724,3565,Bachelor,4,2,"Leadership, Python, Cloud Computing",No,7.73,3.77,7.21,Not Eligible
1725,1468,Master,19,1,"Leadership, Python",No,2.47,3.33,6.11,Not Eligible
1726,4107,Bachelor,11,2,"Data Visualization, Cloud Computing",No,4.78,5.08,5.2,Not Eligible
1727,841,Bachelor,7,4,"Excel, Leadership, Python, Cloud Computing",No,2.33,8.81,3.59,Eligible
1728,4635,Bachelor,6,4,"Python, Communication",Yes,2.59,1.81,1.69,Not Eligible
1729,1635,Bachelor,15,1,"Communication, Python, Data Visualization, Machine Learning",No,7.19,9.32,9.26,Not Eligible
1730,126,Master,17,4,Data Visualization,No,5.46,8.72,8.58,Eligible
1731,352,Bachelor,15,1,"Python, Communication, Data Visualization",No,1.29,3.52,9.46,Not Eligible
1732,368,Master,18,1,"Leadership, Python, Data Visualization, Excel",No,9.41,4.05,9.47,Eligible
1733,392,Bachelor,9,2,"Machine Learning, SQL, Data Visualization",No,7.22,1.46,2.56,Not Eligible
1734,450,Bachelor,8,2,"Communication, Data Visualization",Yes,1.48,7.57,3.89,Not Eligible
1735,3069,Bachelor,5,4,Leadership,No,7.48,2.55,5.3,Not Eligible
1736,236,Bachelor,17,4,"Python, SQL",No,8.54,3.66,4.66,Not Eligible
1737,4458,Bachelor,2,3,"Machine Learning, Python, SQL, Excel",No,4.65,4.58,9.68,Not Eligible
1738,793,Bachelor,13,3,"Cloud Computing, Machine Learning, SQL, Data Visualization",No,7.79,4.66,3.65,Not Eligible
1739,2379,Bachelor,4,1,Python,No,3.61,8.21,2.09,Not Eligible
1740,2369,Bachelor,13,3,"Python, Excel, Cloud Computing, SQL",Yes,2.09,5.45,5.18,Not Eligible
1741,4353,Bachelor,17,4,"Machine Learning, Data Visualization",No,9.74,1.5,5.58,Not Eligible
1742,2424,Master,2,4,SQL,No,1.04,6.4,4.68,Not Eligible
1743,2377,Master,6,3,"SQL, Communication",No,5.71,3.76,8.09,Not Eligible
1744,2342,Bachelor,1,4,Machine Learning,No,1.88,4.06,5.45,Not Eligible
1745,2451,Bachelor,5,4,"Python, SQL, Cloud Computing, Data Visualization",No,6.37,2.86,3.75,Not Eligible
1746,2856,Bachelor,9,1,"Data Visualization, Python, Machine Learning, SQL",No,1.04,2.01,5.38,Not Eligible
1747,4817,Bachelor,18,4,"Machine Learning, Data Visualization, SQL",No,1.56,3.31,9.1,Not Eligible
1748,578,Bachelor,12,1,"Machine Learning, Excel, Leadership, Python",No,7.35,8.89,8.75,Not Eligible
1749,3105,Bachelor,10,4,Cloud Computing,No,8.29,8.85,6.9,Eligible
1750,1532,Master,8,2,Machine Learning,Yes,8.15,9.51,6.86,Eligible
1751,3213,Bachelor,16,4,"Python, Cloud Computing",No,2.57,1.31,6.42,Not Eligible
1752,4139,Bachelor,10,4,"Python, Machine Learning, Leadership",No,1.05,9.1,3.06,Eligible
1753,3733,Bachelor,12,1,"Cloud Computing, Data Visualization, Python, Communication",Yes,7.74,4.25,6.54,Eligible
1754,2771,Master,2,3,"Leadership, Data Visualization",No,2.65,6.84,6.4,Not Eligible
1755,4894,Bachelor,9,4,"Cloud Computing, Communication, Leadership",No,3.87,6.58,6.12,Not Eligible
1756,3154,Bachelor,0,3,"Python, Cloud Computing, Communication",No,3.47,2.55,8.25,Not Eligible
1757,932,Master,4,3,"Communication, Machine Learning",No,9.38,2.55,1.41,Eligible
1758,4871,Master,11,2,"Python, Machine Learning, Excel, SQL",Yes,8.89,2.92,5.11,Eligible
1759,2825,Bachelor,6,4,"Machine Learning, Communication",Yes,5.08,3.42,1.48,Not Eligible
1760,2093,PhD,11,4,Leadership,No,8.13,4.32,8.16,Eligible
1761,3602,Bachelor,6,4,"Machine Learning, Communication, Cloud Computing",No,7.71,5.1,3.1,Not Eligible
1762,626,Bachelor,11,4,"SQL, Python, Excel, Communication",Yes,5.23,4.23,4.29,Not Eligible
1763,3585,Master,3,3,Excel,No,1.86,6.3,3.95,Not Eligible
1764,2020,Master,16,2,Communication,No,7.96,2.41,9.43,Eligible
1765,1870,Bachelor,15,4,"SQL, Cloud Computing, Excel, Machine Learning",Yes,7.1,9.39,4.05,Eligible
1766,3092,Master,17,4,"Cloud Computing, Python, SQL, Data Visualization",No,2.41,8.54,1.47,Eligible
1767,3423,Master,1,4,"Communication, Excel",No,5.38,1.47,1.34,Not Eligible
1768,1991,Master,16,3,"Leadership, Cloud Computing, Data Visualization, Python",No,8.16,5.15,2.95,Eligible
1769,4282,Bachelor,9,2,"Python, Cloud Computing",No,7.92,8.33,1.81,Not Eligible
1770,2680,Bachelor,15,3,SQL,No,9.74,4.17,8.14,Not Eligible
1771,300,Bachelor,6,2,"Cloud Computing, Communication",No,5.17,4.81,7.07,Not Eligible
1772,235,Bachelor,13,3,"Excel, Python, Leadership, SQL",Yes,8.44,9.96,7.98,Eligible
1773,4977,Bachelor,19,4,"Python, Leadership, Data Visualization",Yes,1.07,7.8,5.79,Eligible
1774,1105,Bachelor,14,1,"Leadership, SQL, Cloud Computing, Data Visualization",No,6.78,3.49,5.26,Not Eligible
1775,2075,Bachelor,9,1,"Cloud Computing, Communication, Excel",No,3.51,6.09,4.26,Not Eligible
1776,758,Bachelor,7,2,"Machine Learning, Leadership, Data Visualization",Yes,2.41,8.22,8.32,Not Eligible
1777,3628,Bachelor,1,2,"Cloud Computing, Data Visualization, Excel",Yes,7.64,3.52,1.02,Eligible
1778,4973,Bachelor,16,3,Cloud Computing,Yes,4.34,1.69,5.64,Not Eligible
1779,2906,Bachelor,8,2,"Communication, SQL, Leadership, Data Visualization",No,6.53,3.97,4.36,Not Eligible
1780,3244,Bachelor,8,2,"Python, Leadership",No,8.47,8.94,2.39,Not Eligible
1781,773,Bachelor,14,2,"Python, SQL, Cloud Computing, Data Visualization",No,5.84,5.21,7.41,Not Eligible
1782,380,Bachelor,12,3,"Communication, Data Visualization",No,4.96,6.38,3.41,Not Eligible
1783,4828,Bachelor,8,3,Cloud Computing,No,6.59,1.37,4.76,Not Eligible
1784,3221,Master,3,1,"SQL, Machine Learning, Data Visualization, Leadership",No,9.96,3.16,3.61,Eligible
1785,3906,Bachelor,8,1,"Data Visualization, Machine Learning, Python",No,2.14,8.06,6.49,Not Eligible
1786,887,Bachelor,8,3,Excel,No,3.44,7.4,1.1,Eligible
1787,2958,PhD,14,1,"Leadership, Cloud Computing",No,9.41,2,6.9,Eligible
1788,2466,Bachelor,10,4,"Data Visualization, Excel, Python",No,9.95,8.38,4.72,Eligible
1789,2421,Bachelor,12,1,"Data Visualization, Excel, Cloud Computing",No,6.02,5.79,7.43,Not Eligible
1790,1017,Master,16,2,"Python, Leadership",Yes,1.16,3.25,8.55,Not Eligible
1791,1340,Master,0,4,"Python, SQL",Yes,8.47,2.4,5.63,Eligible
1792,3517,Bachelor,2,1,"Leadership, Data Visualization, Excel, Machine Learning",No,6.68,2.54,8.82,Not Eligible
1793,3502,Master,2,3,Machine Learning,Yes,5.73,4.76,2.2,Not Eligible
1794,2533,Bachelor,14,3,"Cloud Computing, Leadership, SQL",No,9.69,8.88,1.31,Eligible
1795,1685,Master,4,2,Excel,No,2.2,4.31,8.97,Not Eligible
1796,219,Bachelor,3,1,"Python, Leadership, Communication",Yes,4.1,6.86,2.06,Not Eligible
1797,1522,Bachelor,0,1,"Python, Excel",No,6.64,2.28,2.63,Not Eligible
1798,2322,Bachelor,3,4,"Cloud Computing, Data Visualization, SQL",No,1.04,1.57,2.09,Not Eligible
1799,829,Bachelor,7,4,Python,No,8.79,4.7,2.54,Not Eligible
1800,4293,Master,6,3,"Machine Learning, Python",Yes,7.86,2.48,9.09,Eligible
1801,3578,Bachelor,0,1,Cloud Computing,No,3.11,2.75,8.63,Not Eligible
1802,2659,Master,4,2,Machine Learning,No,3.77,3.43,3.39,Not Eligible
1803,669,Bachelor,12,4,Excel,No,3.75,1.55,7.34,Not Eligible
1804,4806,Master,11,2,"Communication, SQL",No,8.75,8.21,8.1,Eligible
1805,4186,Bachelor,7,1,SQL,No,3.89,5.88,2.39,Not Eligible
1806,4818,Bachelor,16,2,"Excel, Data Visualization, Cloud Computing",No,3.51,4.66,3.05,Not Eligible
1807,3998,Master,1,1,"Python, Cloud Computing",No,7.66,3.98,5.3,Not Eligible
1808,959,Bachelor,17,2,"Excel, SQL, Python",No,6.21,1.01,6.73,Not Eligible
1809,3058,Bachelor,8,1,"Data Visualization, SQL",Yes,4.23,8.82,4.79,Not Eligible
1810,1754,Bachelor,8,3,"Leadership, Communication, Machine Learning, SQL",No,6.18,7.86,8.04,Eligible
1811,1143,Bachelor,12,2,"Python, Cloud Computing, Machine Learning, Leadership",No,9.27,7.58,9.91,Not Eligible
1812,3703,Master,17,2,"Communication, Leadership, Cloud Computing",No,5.05,2.57,8.78,Not Eligible
1813,49,Bachelor,16,2,Cloud Computing,No,1.04,1.47,8.66,Not Eligible
1814,3541,Bachelor,6,1,"Data Visualization, Machine Learning, Excel, Communication",Yes,7.6,1.58,2.81,Eligible
1815,3736,Bachelor,6,3,"Machine Learning, SQL, Leadership",No,9.98,5.83,9.14,Not Eligible
1816,312,Bachelor,18,1,Leadership,No,1.47,6.73,9.92,Not Eligible
1817,4761,Bachelor,1,1,"Leadership, Python, Data Visualization",No,6.5,9.98,6.09,Not Eligible
1818,3522,Bachelor,15,1,Communication,Yes,4.59,5.7,7.84,Not Eligible
1819,1665,Bachelor,1,4,"Data Visualization, Leadership, Cloud Computing",No,6.08,3.99,6.39,Not Eligible
1820,4298,Bachelor,14,4,Communication,No,3.77,7.12,9.93,Eligible
1821,3461,Bachelor,15,4,"Python, SQL, Communication",No,7.78,6.8,6.44,Not Eligible
1822,785,Bachelor,15,2,"Python, Communication, Data Visualization, SQL",Yes,1.84,1.21,5.27,Not Eligible
1823,4737,Bachelor,5,1,"Cloud Computing, SQL",Yes,1.81,2.11,2.4,Not Eligible
1824,462,Bachelor,10,2,"Data Visualization, Cloud Computing, Machine Learning, Leadership",Yes,5.86,7.23,8.6,Not Eligible
1825,2453,Bachelor,8,1,"Excel, Python, Communication, SQL",Yes,3.89,1.74,2.82,Not Eligible
1826,1030,Bachelor,17,2,"Excel, Cloud Computing, Python",No,9.31,8.26,7.1,Not Eligible
1827,660,Bachelor,5,4,"SQL, Cloud Computing",No,2.73,9.17,3.2,Eligible
1828,3797,Bachelor,3,3,Communication,No,7.98,2.8,7.29,Not Eligible
1829,3224,Bachelor,17,2,"Excel, SQL",No,9.77,5.55,1.41,Not Eligible
1830,3191,Bachelor,1,2,"Communication, Python, Leadership",Yes,3.94,3.83,2.58,Not Eligible
1831,1626,Master,12,3,"Python, Machine Learning, SQL, Cloud Computing",No,9.26,5.69,7.48,Eligible
1832,4419,Bachelor,0,1,"Communication, Python",No,3.85,6.54,6.32,Not Eligible
1833,3305,Bachelor,8,2,"Data Visualization, SQL, Excel",No,5.99,1.11,6,Not Eligible
1834,3110,Bachelor,13,2,"Leadership, Machine Learning, SQL",No,1,9.06,1.84,Not Eligible
1835,1275,Bachelor,3,2,"Excel, Communication, Machine Learning",Yes,3.38,4.32,8.76,Not Eligible
1836,3224,Bachelor,3,3,"Leadership, Data Visualization, Python",Yes,1.47,2.73,6.71,Not Eligible
1837,2416,Bachelor,19,2,"Communication, Data Visualization",Yes,1.27,1.29,6.2,Not Eligible
1838,3287,Bachelor,14,2,Machine Learning,Yes,9.96,9.93,9.64,Eligible
1839,215,Bachelor,14,3,Excel,Yes,7.88,7.84,5.96,Eligible
1840,1887,Bachelor,12,4,SQL,Yes,4.03,5.1,8.27,Not Eligible
1841,4978,Bachelor,13,1,Excel,No,7.13,8.79,2.93,Not Eligible
1842,3122,Master,0,3,"Communication, Data Visualization, Machine Learning",Yes,5.74,5.11,3.97,Not Eligible
1843,4054,Bachelor,0,4,"Python, Leadership",Yes,9.26,7.19,6.94,Eligible
1844,3803,Master,0,1,Cloud Computing,No,3.24,9.61,6.67,Not Eligible
1845,1992,Bachelor,14,3,SQL,Yes,5.61,7.36,1.78,Eligible
1846,4451,Master,0,2,"Leadership, Data Visualization, Python, SQL",Yes,1.06,3.16,1.49,Not Eligible
1847,689,Bachelor,5,3,Communication,No,7.55,9.4,2.92,Eligible
1848,3020,Bachelor,6,1,"SQL, Python, Cloud Computing",No,6.2,1.2,5.8,Not Eligible
1849,1399,Bachelor,1,1,Data Visualization,No,6.61,9.28,7.96,Not Eligible
1850,1622,Bachelor,8,1,"Communication, Data Visualization, Python",No,7.53,9.66,4.5,Not Eligible
1851,1910,Bachelor,3,2,"Communication, Machine Learning, Cloud Computing, Excel",No,4.43,1.83,3.27,Not Eligible
1852,1845,Master,17,4,"Excel, Machine Learning, SQL, Cloud Computing",Yes,2.41,1.5,6.32,Not Eligible
1853,2044,Bachelor,14,4,Leadership,No,2.66,8.55,1.89,Eligible
1854,4958,Master,7,3,Leadership,Yes,7.59,1.23,2.54,Eligible
1855,3778,Bachelor,6,2,"SQL, Machine Learning, Leadership",No,9.95,8.24,5.08,Not Eligible
1856,4741,Bachelor,7,4,Cloud Computing,No,5.04,4.18,9.7,Not Eligible
1857,4994,Bachelor,12,4,"Communication, Excel, Leadership",Yes,2.55,1.2,3.94,Not Eligible
1858,4798,Bachelor,2,2,"Leadership, SQL",No,1.63,6.79,8.66,Not Eligible
1859,4195,Master,5,1,"SQL, Excel",No,5.33,3.51,9.79,Not Eligible
1860,901,Master,6,1,"SQL, Python",Yes,7.45,2.36,8.4,Eligible
1861,3153,Master,4,3,"Data Visualization, Machine Learning, Communication, Cloud Computing",Yes,6.42,5.92,4.98,Eligible
1862,1727,Bachelor,17,1,"Cloud Computing, Leadership",Yes,3.62,1.25,8.3,Not Eligible
1863,2011,Master,14,1,Excel,No,6.35,4.54,1.4,Not Eligible
1864,2271,Bachelor,1,4,"Cloud Computing, SQL, Leadership",Yes,5.89,6.55,8.78,Not Eligible
1865,3402,Bachelor,19,2,"Communication, Excel, Data Visualization",Yes,2.95,7.53,5.41,Not Eligible
1866,2163,Bachelor,9,4,Machine Learning,Yes,4.68,5.65,5.05,Not Eligible
1867,2489,Bachelor,3,3,"Data Visualization, Machine Learning, Communication, Python",No,8.88,1.56,7.59,Not Eligible
1868,2760,Master,11,1,"SQL, Communication, Excel",Yes,7.77,7.87,9.38,Eligible
1869,2423,Master,14,4,SQL,No,9.37,4.49,3.29,Eligible
1870,2028,Bachelor,10,1,"Cloud Computing, Python, Leadership",No,9.03,2.63,4.81,Not Eligible
1871,4863,Bachelor,13,2,"SQL, Machine Learning, Leadership, Communication",No,3.23,3.38,6.86,Not Eligible
1872,958,Bachelor,6,4,"Communication, Machine Learning",Yes,8.76,7.01,6.46,Eligible
1873,2350,Bachelor,13,1,Data Visualization,No,6.54,2.78,3.11,Not Eligible
1874,4935,Bachelor,7,1,"SQL, Machine Learning, Cloud Computing",No,9.66,1.79,1.16,Not Eligible
1875,917,Bachelor,13,4,"Machine Learning, Python, Cloud Computing",No,2.76,6.59,2.47,Not Eligible
1876,4781,Master,5,3,"Data Visualization, SQL, Cloud Computing",No,4.09,6.81,1.36,Not Eligible
1877,3948,Bachelor,17,2,Excel,Yes,4.61,5.01,1.54,Not Eligible
1878,482,Bachelor,13,4,"Communication, Cloud Computing",No,1.21,5.55,3.21,Not Eligible
1879,262,Master,7,2,"Cloud Computing, SQL, Leadership, Machine Learning",No,5.32,8.49,7.52,Not Eligible
1880,3905,Bachelor,3,1,Communication,No,9.49,4.05,3.31,Not Eligible
1881,3968,Bachelor,11,2,Excel,No,8.34,8.77,3.03,Not Eligible
1882,1930,Bachelor,4,4,"SQL, Python",No,2.79,8.86,6.73,Not Eligible
1883,1207,Master,12,2,Cloud Computing,No,3.54,5.61,6.07,Not Eligible
1884,3534,Master,18,3,SQL,Yes,9.79,1.15,5.57,Eligible
1885,674,Master,11,2,"Python, SQL",No,1.54,9.3,6.81,Not Eligible
1886,3232,Master,17,3,"Excel, Machine Learning, Cloud Computing, Data Visualization",No,5.09,2.26,4.21,Not Eligible
1887,2499,Master,5,3,Machine Learning,No,8.98,5.74,1.13,Eligible
1888,1134,Master,5,1,"Cloud Computing, Machine Learning, SQL",Yes,7.28,7.05,4.87,Eligible
1889,80,Master,16,4,"Excel, Cloud Computing, Communication, SQL",No,9.84,1.86,4.3,Eligible
1890,4922,Bachelor,15,2,"SQL, Python, Excel",No,9.78,7.75,7.95,Not Eligible
1891,4503,Bachelor,11,1,"SQL, Leadership",No,7.77,6.52,1.81,Not Eligible
1892,2522,PhD,4,2,"Python, Cloud Computing",No,5.38,7.06,8.03,Not Eligible
1893,2110,Master,13,2,Data Visualization,No,6.62,2.38,7.4,Not Eligible
1894,1950,Master,15,2,Leadership,Yes,8.14,3.45,4.01,Eligible
1895,3911,Bachelor,4,4,"Data Visualization, Communication, Leadership",Yes,3.64,3.72,6.65,Not Eligible
1896,2655,Bachelor,7,3,"Data Visualization, SQL, Communication",No,5.13,2.35,5.74,Not Eligible
1897,4529,Bachelor,6,2,"Python, Communication, Data Visualization, Excel",Yes,7.01,6.09,2.92,Eligible
1898,259,Bachelor,12,2,"Cloud Computing, SQL",Yes,3.44,1.69,9.14,Not Eligible
1899,3958,Bachelor,2,3,"Cloud Computing, Machine Learning",No,6.91,3.31,2.71,Not Eligible
1900,4343,Bachelor,13,1,"Excel, Python, Leadership",No,2.31,7.85,2.24,Not Eligible
1901,4654,Master,16,1,Machine Learning,No,4.78,3.13,4.69,Not Eligible
1902,3508,Master,6,4,Data Visualization,Yes,1.92,2.75,7.69,Not Eligible
1903,1084,Bachelor,8,3,Leadership,Yes,8.59,2.27,2.99,Eligible
1904,432,Bachelor,9,2,"SQL, Communication, Excel, Cloud Computing",No,3.72,6.55,8.8,Not Eligible
1905,2462,Master,9,4,"SQL, Data Visualization, Excel",No,9.34,5.09,6.2,Eligible
1906,1240,Bachelor,12,1,"SQL, Communication, Leadership",No,8.09,2.98,2.71,Not Eligible
1907,1633,Bachelor,9,3,"Excel, Data Visualization",Yes,3.84,2.83,5.88,Not Eligible
1908,811,Bachelor,5,3,Python,No,6.43,9.9,3.09,Eligible
1909,3399,Bachelor,13,2,SQL,Yes,4.97,1.6,2.82,Not Eligible
1910,3024,Bachelor,4,1,"Excel, Cloud Computing",No,8.25,7.69,2.38,Not Eligible
1911,1026,Master,12,3,"Leadership, Python, Cloud Computing",No,7.18,9.24,6.3,Eligible
1912,1520,Master,7,2,"Excel, Communication, Python, Cloud Computing",No,6.88,5.01,1.09,Not Eligible
1913,4931,Bachelor,8,3,"SQL, Cloud Computing, Excel, Python",Yes,7.54,5.33,9.58,Eligible
1914,3298,Bachelor,19,3,"Communication, SQL, Excel",No,4.79,8.68,1.24,Eligible
1915,174,Bachelor,9,3,"Cloud Computing, Python",No,4.72,1.13,9.37,Not Eligible
1916,4695,Bachelor,0,1,"Excel, Machine Learning, SQL",No,4.16,2.71,3.99,Not Eligible
1917,1546,Bachelor,4,1,Machine Learning,No,2.44,7.42,6.13,Not Eligible
1918,2560,Bachelor,19,1,"Machine Learning, Data Visualization, Communication, Python",No,4.26,5.63,5.5,Not Eligible
1919,2565,Bachelor,3,4,"SQL, Data Visualization",Yes,6.69,9.7,3.77,Eligible
1920,602,Bachelor,0,1,"Data Visualization, SQL, Cloud Computing, Excel",Yes,3.83,2.9,3.81,Not Eligible
1921,1104,Master,18,2,"Python, SQL, Excel",No,2.74,8.98,2.21,Not Eligible
1922,1657,Bachelor,18,3,"Machine Learning, Cloud Computing, Excel",Yes,9.62,10,4.04,Eligible
1923,4539,Bachelor,14,3,"Data Visualization, Excel, Leadership, Communication",Yes,6.24,1.01,6.71,Eligible
1924,2490,Bachelor,10,3,Machine Learning,No,1.29,3.6,6.33,Not Eligible
1925,407,Master,4,3,"Data Visualization, Communication",No,8.03,9.83,8.69,Eligible
1926,2365,Bachelor,2,1,"Excel, Python, Cloud Computing, Leadership",No,7.07,9.09,3.01,Not Eligible
1927,913,Bachelor,16,4,SQL,Yes,4.5,1.87,2.45,Not Eligible
1928,3356,Master,15,1,"Data Visualization, Python, Machine Learning",No,7.28,3.31,8.24,Eligible
1929,2194,Bachelor,7,3,"Communication, Data Visualization, Excel",Yes,9.23,6.65,8.26,Eligible
1930,2868,Bachelor,19,1,"SQL, Python, Excel",No,2.94,3.23,7.56,Not Eligible
1931,570,Master,2,1,"Leadership, Excel, Machine Learning, Python",No,5.76,4.52,2.26,Not Eligible
1932,2729,Bachelor,11,1,"SQL, Communication, Data Visualization",Yes,7.94,3.28,9.09,Eligible
1933,591,Bachelor,7,1,"SQL, Communication, Cloud Computing, Python",No,1.75,3.69,4.59,Not Eligible
1934,2817,Bachelor,14,3,"Machine Learning, SQL",No,7.77,4.07,4.21,Not Eligible
1935,2401,PhD,10,2,Excel,No,7.87,5.73,2.33,Eligible
1936,2705,PhD,12,3,"Data Visualization, Machine Learning, Leadership",Yes,5.98,8.02,2.61,Eligible
1937,4559,Master,7,2,Data Visualization,Yes,8.06,5.95,1.87,Eligible
1938,3332,Bachelor,12,3,"SQL, Cloud Computing",No,7.03,3.21,5.81,Not Eligible
1939,4934,Master,15,2,"Cloud Computing, Communication, Data Visualization, Machine Learning",Yes,3.92,6.9,4.41,Not Eligible
1940,3590,Bachelor,17,1,Machine Learning,No,2.32,8.49,2.36,Not Eligible
1941,2387,Bachelor,15,4,"Excel, Machine Learning, Cloud Computing, Communication",No,9.66,6.84,7.1,Not Eligible
1942,2455,Bachelor,12,4,"Python, SQL",Yes,6.18,8.2,3.94,Eligible
1943,1630,Bachelor,13,4,"Leadership, Python",Yes,7.41,5.04,7.08,Eligible
1944,2168,Bachelor,7,1,"SQL, Leadership",Yes,5.87,9.32,8.2,Not Eligible
1945,2761,Master,19,3,Leadership,No,7.69,6.53,6.65,Eligible
1946,2749,Bachelor,1,2,"Data Visualization, Leadership, Machine Learning, Communication",No,2.38,7.4,1.09,Not Eligible
1947,1942,Bachelor,19,4,Data Visualization,No,2.99,2,3.55,Not Eligible
1948,1217,Master,7,2,"Excel, Python, Machine Learning",No,8.68,6.66,1.23,Eligible
1949,1849,Bachelor,5,3,"Machine Learning, Python",Yes,1.49,1.26,4.22,Not Eligible
1950,4516,Master,12,1,Communication,Yes,5.11,2.47,8.56,Not Eligible
1951,3097,Master,2,1,"SQL, Excel, Cloud Computing, Leadership",Yes,2.72,7.29,8.28,Not Eligible
1952,1552,Bachelor,6,2,Excel,No,6.12,7.08,2.46,Not Eligible
1953,922,Bachelor,5,2,"Python, Communication, Excel, Leadership",No,5.19,5.47,7.08,Not Eligible
1954,517,Master,4,2,Communication,Yes,7.65,6.92,8.9,Eligible
1955,3952,Master,15,4,"Communication, Leadership",No,3.78,8.38,8.78,Eligible
1956,3222,PhD,2,4,"Data Visualization, Cloud Computing, SQL, Leadership",No,4.79,8.51,8.24,Not Eligible
1957,2830,Master,4,4,Leadership,No,3.11,9.01,3.18,Not Eligible
1958,2505,Bachelor,2,4,Data Visualization,No,1.93,9.01,9.77,Not Eligible
1959,1486,Bachelor,14,1,"Python, Cloud Computing",No,3.04,6.09,7.47,Not Eligible
